sku,name,description,category,sub_type,weight,stackable,max_stack,equippable,equip_slot,damage_min,damage_max,armor_rating,durability_max,consumable,charges_max,effects,tags
jacket_leather-8355,Jacket Leather of Might,Jacket Leather of Might: a clothing item used in various contexts.,clothing,jacket_leather,8.04,0,1,1,torso,,,0,,0,,,"[""wearable"", ""common""]"
overcoat-8356,Experimental Steel Overcoat,Experimental Steel Overcoat: a clothing item used in various contexts.,clothing,overcoat,0.22,0,1,1,hands,,,0,,0,,,"[""wearable"", ""rare""]"
memory_crystal-8357,Memory Crystal of the Deep,Memory Crystal of the Deep: a fantasy item used in various contexts.,fantasy,memory_crystal,11.68,0,1,0,,,,,,0,,"{""magic_power"": 0.16}","[""uncommon"", ""fantasy""]"
soup_can-8358,Refined Leather Soup Can,Refined Leather Soup Can: a food_drink item used in various contexts.,food_drink,soup_can,2.23,0,1,0,,,,,,0,,,"[""common""]"
bracer_small-8359,Bracer Small of Fortune,Bracer Small of Fortune: a armor item used in various contexts.,armor,bracer_small,7.51,0,1,1,head,,,5,97,0,,,"[""common"", ""armor""]"
quantum_battery-8360,Ceramic Quantum Battery Corvus-series ZX-51,Ceramic Quantum Battery Corvus-series ZX-51: a sci_fi item used in various contexts.,sci_fi,quantum_battery,11.01,0,1,1,hands,,,,,0,,,"[""common"", ""sci-fi""]"
amulet-8361,Refined Leather Amulet,Refined Leather Amulet: a jewelry item used in various contexts.,jewelry,amulet,6.01,0,1,0,,,,,,0,,"{""charisma"": 0.09}","[""fashion"", ""value"", ""common""]"
ritual_mask-8362,Ritual Mask of Storms,Ritual Mask of Storms: a fantasy item used in various contexts.,fantasy,ritual_mask,10.68,0,1,0,,,,,,0,,"{""magic_power"": 0.06}","[""common"", ""fantasy""]"
hand_saw-8363,"Hand Saw of Fortune, Epic","Hand Saw of Fortune, Epic: a tool item used in various contexts.",tool,hand_saw,6.72,0,1,0,,,,,,0,,,"[""tool"", ""epic""]"
robe-8364,Robe of Might,Robe of Might: a clothing item used in various contexts.,clothing,robe,9.87,0,1,1,torso,,,2,,0,,,"[""wearable"", ""uncommon""]"
ice_axe-8365,Ice Axe of Swiftness of Swiftness,Ice Axe of Swiftness: a tool item used in various contexts.,tool,ice_axe,7.92,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
maul-8366,Maul of Might,Maul of Might: a weapon item used in various contexts.,weapon,maul,2.01,0,1,1,back,2,7,,134,0,,,"[""common"", ""weapon""]"
screwdriver-8367,Rusted Leather Screwdriver,Rusted Leather Screwdriver: a tool item used in various contexts.,tool,screwdriver,3.5,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
signal_flare-8368,Signal Flare of Might,Signal Flare of Might: a tool item used in various contexts.,tool,signal_flare,2.96,0,1,0,,,,,,0,,,"[""tool"", ""epic""]"
tachyon_module-8369,Quantum Glass Tachyon Module Prototype VX-72,Glass Tachyon Module Prototype VX-72: a sci_fi item used in various contexts.,sci_fi,tachyon_module,5.19,0,1,1,back,,,,,0,,,"[""common"", ""sci-fi""]"
lining-8370,Lining of Swiftness,Lining of Swiftness: a clothing item used in various contexts.,clothing,lining,11.59,0,1,1,feet,,,2,,0,,,"[""wearable"", ""epic""]"
chain_whip-8371,Worn Steel Chain Whip,Worn Steel Chain Whip: a weapon item used in various contexts.,weapon,chain_whip,1.39,0,1,1,hands,3,4,,13,0,,,"[""curse:-luck"", ""common"", ""weapon""]"
arc_blade-8372,Alloy Arc Blade Corvus-series NX-26,Alloy Arc Blade Corvus-series NX-26: a sci_fi item used in various contexts.,sci_fi,arc_blade,11.42,0,1,1,back,,,,,0,,,"[""common"", ""sci-fi""]"
longsword-8373,Longsword of Swiftness,Longsword of Swiftness: a weapon item used in various contexts.,weapon,longsword,11.48,0,1,1,back,14,17,,40,0,,,"[""common"", ""weapon""]"
quarterstaff-8374,Quarterstaff of Might,Quarterstaff of Might: a weapon item used in various contexts.,weapon,quarterstaff,8.6,0,1,1,back,5,12,,80,0,,,"[""uncommon"", ""weapon""]"
falchion-8375,Falchion of Fortune,Falchion of Fortune: a weapon item used in various contexts.,weapon,falchion,0.38,0,1,1,hands,11,15,,156,0,,,"[""epic"", ""weapon""]"
filament-8376,Voidforged Filament of Might,Filament of Might: a crafting item used in various contexts.,crafting,filament,10.94,0,1,0,,,,,,0,,,"[""common""]"
claymore-8377,Sturdy Wood Claymore,Sturdy Wood Claymore: a weapon item used in various contexts.,weapon,claymore,1.38,0,1,1,back,9,19,,157,0,,,"[""common"", ""weapon""]"
windproof_lighter-8378,Enchanted Windproof Lighter of Swiftness,Windproof Lighter of Swiftness: a survival item used in various contexts.,survival,windproof_lighter,7.16,0,1,0,,,,,,0,,,"[""uncommon""]"
tabard-8379,Tabard of Might,Tabard of Might: a clothing item used in various contexts.,clothing,tabard,10.38,0,1,1,legs,,,2,,0,,,"[""wearable"", ""common""]"
grimoire-8380,Heavy Composite Grimoire,Heavy Composite Grimoire: a books item used in various contexts.,books,grimoire,11.42,0,1,0,,,,,,0,,,"[""common""]"
tower_shield-8381,Tower Shield of Fortune,Tower Shield of Fortune: a armor item used in various contexts.,armor,tower_shield,3.35,0,1,1,torso,,,10,198,0,,,"[""common"", ""armor""]"
club_heavy-8382,Pristine Wood Club Heavy,Pristine Wood Club Heavy: a weapon item used in various contexts.,weapon,club_heavy,11.69,0,1,1,hands,10,14,,152,0,,,"[""common"", ""weapon""]"
rubber_mallet-8383,Rubber Mallet of Might,Rubber Mallet of Might: a tool item used in various contexts.,tool,rubber_mallet,4.24,0,1,0,,,,,,0,,,"[""tool"", ""epic""]"
astral_ink-8384,Astral Ink of the Magus,Astral Ink of the Magus: a fantasy item used in various contexts.,fantasy,astral_ink,11.12,1,10,0,,,,,,1,,"{""luck"": 53}","[""epic"", ""consumable"", ""fantasy""]"
bowl-8385,Ancient Mithril Bowl,Ancient Mithril Bowl: a household item used in various contexts.,household,bowl,11.48,0,1,0,,,,,,0,,,"[""common""]"
drop_earring-8386,Blessed Ceramic Drop Earring,Blessed Ceramic Drop Earring: a jewelry item used in various contexts.,jewelry,drop_earring,8.67,0,1,0,,,,,,0,,"{""charisma"": 0.04}","[""fashion"", ""value"", ""common""]"
heat_resin-8387,Heat Resin of Swiftness,Heat Resin of Swiftness: a crafting item used in various contexts.,crafting,heat_resin,7.97,0,1,0,,,,,,0,,,"[""uncommon""]"
graphene_sheet-8388,Cursed Ceramic Graphene Sheet,Cursed Ceramic Graphene Sheet: a materials item used in various contexts.,materials,graphene_sheet,3.96,0,1,0,,,,,,0,,,"[""common""]"
chainmail-8389,Chainmail of Swiftness of Swiftness,Chainmail of Swiftness: a armor item used in various contexts.,armor,chainmail,3.7,0,1,1,hands,,,10,108,0,,,"[""common"", ""armor""]"
bolas_heavy-8390,Ancient Ceramic Bolas Heavy,Ancient Ceramic Bolas Heavy: a weapon item used in various contexts.,weapon,bolas_heavy,7.05,0,1,1,back,14,20,,152,0,,,"[""common"", ""weapon""]"
antiseptic_wipes-8391,Compact Obsidian Antiseptic Wipes,Compact Obsidian Antiseptic Wipes: a survival item used in various contexts.,survival,antiseptic_wipes,0.36,0,1,0,,,,,,0,,,"[""common""]"
picture_frame-8392,Picture Frame of Fortune,Picture Frame of Fortune: a household item used in various contexts.,household,picture_frame,3.05,0,1,0,,,,,,0,,,"[""common""]"
camp_hammer-8393,"Camp Hammer of Might, Epic","Camp Hammer of Might, Epic: a survival item used in various contexts.",survival,camp_hammer,9.07,0,1,0,,,,,,0,,,"[""epic""]"
hatchet-8394,Sturdy Leather Hatchet,Sturdy Leather Hatchet: a tool item used in various contexts.,tool,hatchet,4.13,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
chakram-8395,Cursed Polymer Chakram,Cursed Polymer Chakram: a weapon item used in various contexts.,weapon,chakram,5.43,0,1,1,hands,11,17,,108,0,,,"[""common"", ""weapon""]"
trenchcoat-8396,Experimental Obsidian Trenchcoat,Experimental Obsidian Trenchcoat: a clothing item used in various contexts.,clothing,trenchcoat,3.42,0,1,1,neck,,,1,,0,,,"[""wearable"", ""uncommon""]"
ai_core-8397,Iron Ai Core Prototype ZX-98,Iron Ai Core Prototype ZX-98: a sci_fi item used in various contexts.,sci_fi,ai_core,3.11,0,1,1,hands,,,,,0,,,"[""common"", ""sci-fi""]"
astral_chart-8398,Astral Chart of the North of Heroes,Astral Chart of the North: a fantasy item used in various contexts.,fantasy,astral_chart,10.32,0,1,1,neck,,,,,0,,,"[""common"", ""fantasy""]"
sleeping_pad-8399,Sleeping Pad of Might,Sleeping Pad of Might: a survival item used in various contexts.,survival,sleeping_pad,8.82,0,1,0,,,,,,0,,,"[""common""]"
jam_jar-8400,Heavy Iron Jam Jar,Heavy Iron Jam Jar: a food_drink item used in various contexts.,food_drink,jam_jar,6.56,0,1,0,,,,,,0,,,"[""uncommon""]"
overcoat-8401,Heavy Ceramic Overcoat,Heavy Ceramic Overcoat: a clothing item used in various contexts.,clothing,overcoat,9.02,0,1,1,hands,,,0,,0,,,"[""wearable"", ""common""]"
rope_dart-8402,Rope Dart of Fortune,Rope Dart of Fortune: a weapon item used in various contexts.,weapon,rope_dart,2.68,0,1,1,back,3,9,,146,0,,,"[""common"", ""weapon""]"
lockbox-8403,Lockbox of Fortune,Lockbox of Fortune: a household item used in various contexts.,household,lockbox,1.83,0,1,0,,,,,,0,,,"[""common""]"
armored_cape-8404,Cursed Cursed Composite Armored Cape,Cursed Composite Armored Cape: a armor item used in various contexts.,armor,armored_cape,11.94,0,1,1,torso,,,10,98,0,,,"[""common"", ""armor""]"
glue-8405,Glue of Might,Glue of Might: a crafting item used in various contexts.,crafting,glue,2.32,0,1,0,,,,,,0,,,"[""common""]"
thermal_suit-8406,Pristine Mithril Thermal Suit,Pristine Mithril Thermal Suit: a survival item used in various contexts.,survival,thermal_suit,10.21,0,1,0,,,,,,0,,,"[""legendary""]"
bracers-8407,Bracers of Swiftness,Bracers of Swiftness: a armor item used in various contexts.,armor,bracers,7.06,0,1,1,back,,,18,174,0,,,"[""rare"", ""armor""]"
titanium_scrap-8408,Pristine Glass Titanium Scrap,Pristine Glass Titanium Scrap: a materials item used in various contexts.,materials,titanium_scrap,2.73,0,1,0,,,,,,0,,,"[""common""]"
sandals-8409,Sandals of Fortune,Sandals of Fortune: a clothing item used in various contexts.,clothing,sandals,2.29,0,1,1,torso,,,0,,0,,,"[""wearable"", ""rare""]"
mace-8410,Experimental Mithril Mace,Experimental Mithril Mace: a weapon item used in various contexts.,weapon,mace,5.58,0,1,1,hands,2,6,,42,0,,,"[""common"", ""weapon""]"
band_plain-8411,"Band Plain of Might, Epic","Band Plain of Might, Epic: a jewelry item used in various contexts.",jewelry,band_plain,7.34,0,1,0,,,,,,0,,"{""charisma"": 0.1}","[""fashion"", ""value"", ""epic""]"
compass_tool-8412,Compass Tool of Swiftness,Compass Tool of Swiftness: a tool item used in various contexts.,tool,compass_tool,6.98,0,1,0,,,,,,0,,,"[""tool"", ""uncommon""]"
lubricant-8413,Common Steel Lubricant,Common Steel Lubricant: a materials item used in various contexts.,materials,lubricant,5.48,0,1,0,,,,,,0,,,"[""common""]"
picture_frame-8414,"Picture Frame of Might, Epic","Picture Frame of Might, Epic: a household item used in various contexts.",household,picture_frame,6.52,0,1,0,,,,,,0,,,"[""epic""]"
arcane_conduit-8415,Arcane Conduit of Storms,Arcane Conduit of Storms: a fantasy item used in various contexts.,fantasy,arcane_conduit,9.7,0,1,1,torso,,,,,0,,"{""magic_power"": 0.16}","[""rare"", ""fantasy""]"
bead_necklace-8416,Bead Necklace of Swiftness,Bead Necklace of Swiftness: a jewelry item used in various contexts.,jewelry,bead_necklace,4.6,0,1,0,,,,,,0,,"{""charisma"": 0.07}","[""fashion"", ""value"", ""common""]"
ear_drop_gem-8417,Ancient Polymer Ear Drop Gem,Ancient Polymer Ear Drop Gem: a jewelry item used in various contexts.,jewelry,ear_drop_gem,4.45,0,1,0,,,,,,0,,"{""charisma"": 0.09}","[""fashion"", ""value"", ""common""]"
windbreaker-8418,Pristine Mithril Windbreaker,Pristine Mithril Windbreaker: a clothing item used in various contexts.,clothing,windbreaker,3.54,0,1,1,legs,,,0,,0,,,"[""wearable"", ""common""]"
salt-8419,Blessed Polymer Salt,Blessed Polymer Salt: a food_drink item used in various contexts.,food_drink,salt,9.62,0,1,0,,,,,,0,,,"[""common""]"
pulse_grenade-8420,Polymer Pulse Grenade Mk II QX-87,Polymer Pulse Grenade Mk II QX-87: a sci_fi item used in various contexts.,sci_fi,pulse_grenade,2.41,0,1,1,back,,,,,0,,,"[""common"", ""sci-fi""]"
poleyns-8421,Poleyns of Swiftness,Poleyns of Swiftness: a armor item used in various contexts.,armor,poleyns,0.61,0,1,1,head,,,11,77,0,,,"[""common"", ""armor""]"
belt-8422,"Belt of Might, Epic","Belt of Might, Epic: a clothing item used in various contexts.",clothing,belt,4.44,0,1,1,hands,,,1,,0,,,"[""wearable"", ""epic""]"
ai_core-8423,Wood Ai Core Prototype NX-11,Wood Ai Core Prototype NX-11: a sci_fi item used in various contexts.,sci_fi,ai_core,8.05,0,1,1,back,,,,,0,,,"[""common"", ""sci-fi""]"
herb_bundle_cooking-8424,Herb Bundle Cooking of Might,Herb Bundle Cooking of Might: a food_drink item used in various contexts.,food_drink,herb_bundle_cooking,9.82,0,1,0,,,,,,0,,,"[""rare""]"
plasma_cell-8425,Wood Plasma Cell Ion-charged NX-33,Wood Plasma Cell Ion-charged NX-33: a sci_fi item used in various contexts.,sci_fi,plasma_cell,9.01,0,1,0,,,,,,0,,,"[""rare"", ""sci-fi""]"
charger_unit-8426,Glass Charger Unit Ion-charged NX-59,Glass Charger Unit Ion-charged NX-59: a sci_fi item used in various contexts.,sci_fi,charger_unit,3.12,0,1,1,hands,,,,,0,,,"[""common"", ""sci-fi""]"
binding_scroll-8427,Binding Scroll of the Deep,Binding Scroll of the Deep: a fantasy item used in various contexts.,fantasy,binding_scroll,3.38,1,10,0,,,,,,1,,"{""hp"": 51}","[""common"", ""consumable"", ""fantasy""]"
cuisses-8428,Cuisses of Fortune,Cuisses of Fortune: a armor item used in various contexts.,armor,cuisses,10.19,0,1,1,legs,,,14,69,0,,,"[""common"", ""armor""]"
balaclava-8429,Balaclava of Swiftness,Balaclava of Swiftness: a clothing item used in various contexts.,clothing,balaclava,2.87,0,1,1,torso,,,1,,0,,,"[""wearable"", ""uncommon""]"
shillelagh-8430,Pristine Steel Shillelagh,Pristine Steel Shillelagh: a weapon item used in various contexts.,weapon,shillelagh,10.54,0,1,1,hands,9,18,,33,0,,,"[""common"", ""weapon""]"
tape_measure-8431,Pristine Iron Tape Measure,Pristine Iron Tape Measure: a tool item used in various contexts.,tool,tape_measure,10.37,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
reinforced_shield-8432,Blessed Ceramic Reinforced Shield,Blessed Ceramic Reinforced Shield: a armor item used in various contexts.,armor,reinforced_shield,9.89,0,1,1,torso,,,4,104,0,,,"[""common"", ""armor""]"
visor-8433,Heavy Ceramic Visor,Heavy Ceramic Visor: a clothing item used in various contexts.,clothing,visor,6.42,0,1,1,legs,,,1,,0,,,"[""wearable"", ""common""]"
lantern-8434,Lantern of Fortune,Lantern of Fortune: a tool item used in various contexts.,tool,lantern,6.13,0,1,0,,,,,,0,5,"{""light_radius"": 8, ""fuel"": 5}","[""tool"", ""light"", ""common""]"
saber-8435,Saber of Swiftness,Saber of Swiftness: a weapon item used in various contexts.,weapon,saber,11.45,0,1,1,hands,11,14,,160,0,,,"[""uncommon"", ""weapon""]"
smock-8436,Smock of Might,Smock of Might: a clothing item used in various contexts.,clothing,smock,7.47,0,1,1,feet,,,2,,0,,,"[""wearable"", ""common""]"
katana-8437,Ancient Alloy Katana,Ancient Alloy Katana: a weapon item used in various contexts.,weapon,katana,10.38,0,1,1,hands,5,9,,92,0,,,"[""common"", ""weapon""]"
boots_heavy-8438,Boots Heavy of Swiftness of Vitality,Boots Heavy of Swiftness: a armor item used in various contexts.,armor,boots_heavy,10.6,0,1,1,back,,,6,195,0,,,"[""uncommon"", ""armor""]"
scroll-8439,Scroll of Swiftness,Scroll of Swiftness: a books item used in various contexts.,books,scroll,8.37,0,1,0,,,,,,0,,,"[""uncommon""]"
medallion_locket-8440,Rusted Steel Medallion Locket of the Deep,Rusted Steel Medallion Locket: a jewelry item used in various contexts.,jewelry,medallion_locket,8.51,0,1,0,,,,,,0,,"{""charisma"": 0.09, ""burn"": 0.236}","[""fashion"", ""value"", ""rare""]"
spellbook-8441,Blessed Spellbook of Swiftness,Blessed Spellbook of Swiftness: a fantasy item used in various contexts.,fantasy,spellbook,1.21,0,1,0,,,,,,0,,,"[""rare"", ""fantasy""]"
tonic_water-8442,Worn Ceramic Tonic Water,Worn Ceramic Tonic Water: a food_drink item used in various contexts.,food_drink,tonic_water,5.31,0,1,0,,,,,,0,,,"[""common""]"
gyro_stabilizer-8443,Steel Gyro Stabilizer Mk II VX-53,Steel Gyro Stabilizer Mk II VX-53: a sci_fi item used in various contexts.,sci_fi,gyro_stabilizer,7.61,0,1,1,back,,,,,0,,,"[""uncommon"", ""sci-fi""]"
tonic_water-8444,Common Ceramic Tonic Water,Common Ceramic Tonic Water: a food_drink item used in various contexts.,food_drink,tonic_water,11.3,0,1,0,,,,,,0,,,"[""uncommon""]"
hand_drill-8445,Voidforged Hand Drill of Swiftness,Hand Drill of Swiftness: a tool item used in various contexts.,tool,hand_drill,3.07,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
mortar_pestle-8446,Common Ceramic Mortar Pestle,Common Ceramic Mortar Pestle: a crafting item used in various contexts.,crafting,mortar_pestle,2.53,0,1,0,,,,,,0,,,"[""rare""]"
sigil_fragment-8447,"Heavy Sigil Fragment of Fire, Epic","Heavy Sigil Fragment of Fire, Epic: a fantasy item used in various contexts.",fantasy,sigil_fragment,10.34,1,1,0,,,,,,1,,"{""stamina"": 31}","[""epic"", ""consumable"", ""fantasy""]"
holo_chip-8448,Ceramic Holo Chip Prototype VX-43,Ceramic Holo Chip Prototype VX-43: a sci_fi item used in various contexts.,sci_fi,holo_chip,6.2,0,1,1,back,,,,,0,,,"[""common"", ""sci-fi""]"
mail_leggings-8449,Mail Leggings of Swiftness,Mail Leggings of Swiftness: a armor item used in various contexts.,armor,mail_leggings,1.54,0,1,1,back,,,17,177,0,,,"[""common"", ""armor""]"
rope_dart-8450,Compact Leather Rope Dart,Compact Leather Rope Dart: a weapon item used in various contexts.,weapon,rope_dart,6.49,0,1,1,back,8,16,,187,0,,,"[""common"", ""weapon""]"
wrist_chain-8451,Wrist Chain of Might,Wrist Chain of Might: a jewelry item used in various contexts.,jewelry,wrist_chain,10.61,0,1,0,,,,,,0,,"{""charisma"": 0.07}","[""fashion"", ""value"", ""uncommon""]"
etheric_scroll-8452,Etheric Scroll of Storms,Etheric Scroll of Storms: a fantasy item used in various contexts.,fantasy,etheric_scroll,5.53,0,1,1,neck,,,,,0,,"{""magic_power"": 0.2}","[""uncommon"", ""fantasy""]"
necklace_woven-8453,Sturdy Iron Necklace Woven,Sturdy Iron Necklace Woven: a jewelry item used in various contexts.,jewelry,necklace_woven,7.5,0,1,0,,,,,,0,,"{""charisma"": 0.02, ""magic_resist"": 0.03}","[""fashion"", ""value"", ""uncommon""]"
polymer_sheet-8454,Polymer Sheet of Might,Polymer Sheet of Might: a crafting item used in various contexts.,crafting,polymer_sheet,11.82,0,1,0,,,,,,0,,,"[""uncommon""]"
longsword-8455,Pristine Mithril Longsword,Pristine Mithril Longsword: a weapon item used in various contexts.,weapon,longsword,10.19,0,1,1,back,15,20,,97,0,,,"[""legendary"", ""weapon""]"
cloth-8456,Cloth of Might,Cloth of Might: a crafting item used in various contexts.,crafting,cloth,4.26,0,1,0,,,,,,0,,,"[""common""]"
bangle-8457,Bangle of Might,Bangle of Might: a jewelry item used in various contexts.,jewelry,bangle,8.86,0,1,0,,,,,,0,,"{""charisma"": 0.06}","[""fashion"", ""value"", ""common""]"
canteen_cup-8458,Common Polymer Canteen Cup,Common Polymer Canteen Cup: a survival item used in various contexts.,survival,canteen_cup,9.41,0,1,0,,,,,,0,,,"[""common""]"
atmos_filter-8459,Wood Atmos Filter Mk II ZX-99 of Heroes,Wood Atmos Filter Mk II ZX-99: a sci_fi item used in various contexts.,sci_fi,atmos_filter,4.87,0,1,1,back,,,,,0,,"{""stun"": 0.303}","[""rare"", ""sci-fi""]"
straw_hat-8460,Straw Hat of Fortune,Straw Hat of Fortune: a clothing item used in various contexts.,clothing,straw_hat,11.0,0,1,1,legs,,,1,,0,,,"[""wearable"", ""epic""]"
stew-8461,Stew of Fortune,Stew of Fortune: a food_drink item used in various contexts.,food_drink,stew,4.25,0,1,0,,,,,,0,,,"[""common""]"
pike-8462,Blessed Iron Pike,Blessed Iron Pike: a weapon item used in various contexts.,weapon,pike,1.67,0,1,1,hands,9,11,,45,0,,,"[""uncommon"", ""weapon""]"
hammer-8463,Hammer of Might,Hammer of Might: a tool item used in various contexts.,tool,hammer,11.73,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
nano_kit-8464,Blessed Glass Nano Kit Quantum QX-89,Glass Nano Kit Quantum QX-89: a sci_fi item used in various contexts.,sci_fi,nano_kit,7.53,0,1,0,,,,,,0,,,"[""uncommon"", ""sci-fi""]"
fusion_capacitor-8465,Composite Fusion Capacitor Prototype VX-4,Composite Fusion Capacitor Prototype VX-4: a sci_fi item used in various contexts.,sci_fi,fusion_capacitor,9.75,0,1,1,hands,,,,,0,,,"[""common"", ""sci-fi""]"
chair-8466,Compact Wood Chair,Compact Wood Chair: a household item used in various contexts.,household,chair,2.75,0,1,0,,,,,,0,,,"[""uncommon""]"
beret-8467,Rusted Iron Beret,Rusted Iron Beret: a clothing item used in various contexts.,clothing,beret,7.3,0,1,1,feet,,,1,,0,,,"[""wearable"", ""uncommon""]"
mortar_pestle-8468,Blessed Leather Mortar Pestle,Blessed Leather Mortar Pestle: a crafting item used in various contexts.,crafting,mortar_pestle,6.51,0,1,0,,,,,,0,,,"[""rare""]"
mirror-8469,"Sturdy Wood Mirror, Epic","Sturdy Wood Mirror, Epic: a household item used in various contexts.",household,mirror,11.75,0,1,0,,,,,,0,,,"[""epic""]"
storm_matches-8470,Sturdy Iron Storm Matches,Sturdy Iron Storm Matches: a survival item used in various contexts.,survival,storm_matches,0.63,0,1,0,,,,,,0,,,"[""curse:-luck"", ""uncommon""]"
arcane_relic-8471,Refined Arcane Relic of Swiftness Prototype,Refined Arcane Relic of Swiftness: a fantasy item used in various contexts.,fantasy,arcane_relic,1.93,0,1,1,head,,,,,0,,,"[""rare"", ""fantasy""]"
moonwater-8472,Rusted Moonwater of the Magus,Rusted Moonwater of the Magus: a fantasy item used in various contexts.,fantasy,moonwater,7.77,0,1,1,hands,,,,,0,,"{""magic_power"": 0.24}","[""rare"", ""fantasy""]"
wine-8473,Ancient Wood Wine,Ancient Wood Wine: a food_drink item used in various contexts.,food_drink,wine,4.73,0,1,0,,,,,,0,,,"[""common""]"
compass_tool-8474,Compass Tool of Fortune,Compass Tool of Fortune: a tool item used in various contexts.,tool,compass_tool,9.17,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
ingot-8475,Experimental Leather Ingot,Experimental Leather Ingot: a crafting item used in various contexts.,crafting,ingot,0.1,0,1,0,,,,,,0,,,"[""common""]"
mold-8476,Mold of Swiftness,Mold of Swiftness: a crafting item used in various contexts.,crafting,mold,2.95,0,1,0,,,,,,0,,,"[""rare""]"
longsword-8477,Arcane Longsword of Fortune of Swiftness,Longsword of Fortune: a weapon item used in various contexts.,weapon,longsword,6.64,0,1,1,hands,1,9,,200,0,,,"[""common"", ""weapon""]"
neck_gaiter-8478,Refined Leather Neck Gaiter,Refined Leather Neck Gaiter: a clothing item used in various contexts.,clothing,neck_gaiter,8.78,0,1,1,head,,,2,,0,,,"[""wearable"", ""common""]"
plackart-8479,Plackart of Might of the Deep,Plackart of Might: a armor item used in various contexts.,armor,plackart,4.4,0,1,1,legs,,,15,197,0,,,"[""uncommon"", ""armor""]"
coffee_beans-8480,Blessed Ancient Steel Coffee Beans,Ancient Steel Coffee Beans: a food_drink item used in various contexts.,food_drink,coffee_beans,4.58,0,1,0,,,,,,0,,,"[""legendary""]"
forgotten_idol-8481,"Moon-Touched Forgotten Idol, Epic","Moon-Touched Forgotten Idol, Epic: a fantasy item used in various contexts.",fantasy,forgotten_idol,6.22,0,1,0,,,,,,0,,,"[""epic"", ""fantasy""]"
pants-8482,Rusted Composite Pants,Rusted Composite Pants: a clothing item used in various contexts.,clothing,pants,6.87,0,1,1,torso,,,1,,0,,,"[""wearable"", ""uncommon""]"
kimono-8483,Kimono of Might,Kimono of Might: a clothing item used in various contexts.,clothing,kimono,10.65,0,1,1,feet,,,2,,0,,,"[""wearable"", ""common""]"
piercer-8484,Fine Mithril Piercer,Fine Mithril Piercer: a weapon item used in various contexts.,weapon,piercer,10.07,0,1,1,back,14,18,,200,0,,,"[""common"", ""weapon""]"
hymnbook-8485,Refined Mithril Hymnbook,Refined Mithril Hymnbook: a books item used in various contexts.,books,hymnbook,3.35,0,1,0,,,,,,0,,,"[""common""]"
vise_grip-8486,Vise Grip of Fortune,Vise Grip of Fortune: a tool item used in various contexts.,tool,vise_grip,1.7,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
gemstone-8487,Gemstone of the Deep,Gemstone of the Deep: a fantasy item used in various contexts.,fantasy,gemstone,9.6,1,10,0,,,,,,1,,"{""resistance"": 7}","[""uncommon"", ""consumable"", ""fantasy""]"
acetone-8488,Acetone of Might,Acetone of Might: a crafting item used in various contexts.,crafting,acetone,6.92,0,1,0,,,,,,0,,,"[""epic""]"
lantern_stand_small-8489,Blessed Ceramic Lantern Stand Small,Blessed Ceramic Lantern Stand Small: a household item used in various contexts.,household,lantern_stand_small,10.36,0,1,0,,,,,,0,,,"[""uncommon""]"
measuring_wheel-8490,Blessed Glass Measuring Wheel,Blessed Glass Measuring Wheel: a tool item used in various contexts.,tool,measuring_wheel,11.71,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
codex-8491,Codex of Might,Codex of Might: a books item used in various contexts.,books,codex,9.14,0,1,0,,,,,,0,,,"[""common""]"
poison_vial-8492,Pristine Alloy Poison Vial Prime,Pristine Alloy Poison Vial: a survival item used in various contexts.,survival,poison_vial,4.89,0,1,0,,,,,,0,,,"[""common""]"
trenchcoat-8493,Voidforged Trenchcoat of Swiftness,Trenchcoat of Swiftness: a clothing item used in various contexts.,clothing,trenchcoat,5.01,0,1,1,hands,,,2,,0,,,"[""wearable"", ""common""]"
nano_kit-8494,Obsidian Nano Kit Prototype VX-46,Obsidian Nano Kit Prototype VX-46: a sci_fi item used in various contexts.,sci_fi,nano_kit,2.65,0,1,1,hands,,,,,0,,"{""shield_capacity"": 0.161}","[""common"", ""sci-fi""]"
stellar_map-8495,Obsidian Stellar Map Mk I VX-19,Obsidian Stellar Map Mk I VX-19: a sci_fi item used in various contexts.,sci_fi,stellar_map,6.81,0,1,1,back,,,,,0,,,"[""common"", ""sci-fi""]"
gaiters-8496,Blessed Composite Gaiters,Blessed Composite Gaiters: a clothing item used in various contexts.,clothing,gaiters,7.38,0,1,1,torso,,,1,,0,,,"[""wearable"", ""common""]"
ether_thread-8497,Arcane Sunforged Ether Thread,Sunforged Ether Thread: a fantasy item used in various contexts.,fantasy,ether_thread,2.52,1,1,0,,,,,,1,,"{""luck"": 13}","[""uncommon"", ""consumable"", ""fantasy""]"
obsidian_shard-8498,Obsidian Shard of Might,Obsidian Shard of Might: a materials item used in various contexts.,materials,obsidian_shard,9.3,0,1,0,,,,,,0,,,"[""common""]"
